Customer ID,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Referred a Friend,Number of Referrals,Tenure in Months,Tenure Category,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,New Customer,Churn Label,Churn Score,CLTV,Churn Reason,Population,Engagement Score,Gender_Male,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Churn Category_Attitude,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Price,Density_High,Density_Low,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Cluster_Demo,Cluster_SVC,Cluster_Streaming,Cluster_Tenure,Cluster_Payment,Cluster_Profit,Cluster_Overall,Cluster_Churn
0094-OIFMO,0.9672131147540984,0,1,0,1,0.1111111111111111,North Hollywood,0,0.0,0.1408450704225352,0.25,1,0.2318463692738547,0,1,0.3411764705882353,0,1,0,0,1,1,0,0,1,0.763681592039801,0.1271059312254789,0.0,0.8,0.035764379811037,0.1125967763786191,0.0,0,1,0.8791208791208792,0.8843673560151211,Product dissatisfaction,0.5427265991602865,0.2857142857142857,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,3
9947-OTFQU,0.7540983606557378,0,1,0,0,0.0,Covina,0,0.0,0.1971830985915492,0.25,1,0.5823164632926585,0,1,0.3411764705882353,0,1,0,0,0,0,0,1,1,0.5587064676616916,0.121797830602354,0.0,0.0,0.122492089140241,0.1245686980576986,0.0,0,1,0.8901098901098902,0.581054036024016,Competitor had better devices,0.3211239242358037,0.4285714285714285,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,1,0,2,2,0,1
9514-JDSKI,0.9508196721311476,0,1,1,0,0.0,El Monte,1,0.0909090909090909,0.0,0.0,0,0.0,0,1,0.1411764705882353,0,1,0,0,1,0,0,1,0,0.218407960199005,0.0024694207246711,0.0,0.0,0.0,0.0015755169351345,0.25,0,1,0.6593406593406593,0.8505670446964642,Limited range of services,0.5951042042669605,0.2857142857142857,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,3,0,0,0,1,0,3
7273-TEFQD,0.7868852459016394,0,1,0,0,0.0,La Puente,0,0.0,0.028169014084507,0.25,0,0.0,0,1,0.3294117647058823,0,0,1,0,0,1,1,1,1,0.2278606965174129,0.0130856219709208,0.0,0.0,0.0,0.0092691240493795,0.25,0,1,1.0,0.0691572159217255,Long distance charges,0.2924843741094667,0.2857142857142857,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2,3,2,0,2,1,0,3
3606-TWKGI,0.8032786885245903,0,1,0,0,0.0,Rowland Heights,0,0.0,0.1690140845070422,0.25,1,0.6537307461492299,1,1,0.1294117647058823,0,1,1,0,1,1,0,0,1,0.882089552238806,0.155261943226402,0.0,0.0666666666666666,0.1191790659574945,0.1486689223430713,0.0,0,1,0.8681318681318682,0.1091839003780297,Competitor had better devices,0.4400991697855121,0.5714285714285714,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,2,2,0,0,2,0,0,1
4385-GZQXV,0.8032786885245903,0,1,0,0,0.0,Ontario,0,0.0,0.2112676056338028,0.25,1,0.1886377275455091,0,1,0.1058823529411764,0,0,0,1,1,1,1,1,1,0.7582089552238807,0.1722132471728594,0.0,0.0,0.0423259049799142,0.1372071202661319,0.0,0,1,0.8351648351648352,0.4018234378474538,Competitor had better devices,0.4698501054391398,0.4285714285714285,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,2,0,0,1
3488-PGMQJ,0.7704918032786886,0,1,0,0,0.0,Alpine,0,0.0,0.0985915492957746,0.25,1,0.0356071214242848,0,1,0.0823529411764705,0,1,0,0,0,0,0,1,1,0.5597014925373134,0.0678225248096007,0.0,0.0,0.0039947036513386,0.0501280316575207,0.25,0,1,0.8241758241758242,0.520791638870358,Poor expertise of online support,0.1564963808727701,0.4285714285714285,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,2,1,0,3
7534-BFESC,0.8196721311475411,0,1,0,0,0.0,San Diego,0,0.0,0.323943661971831,0.5,1,0.6175235047009402,1,1,0.1764705882352941,0,0,0,0,0,0,0,1,1,0.5756218905472636,0.1954650357719825,0.0,0.0,0.207836800646334,0.2033972292979249,0.25,0,1,0.945054945054945,0.0033355570380253,Competitor made better offer,0.3314303626726447,0.4285714285714285,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,1,0,2,2,0,1
8098-LLAZX,0.9016393442622952,0,1,0,0,0.0,San Diego,0,0.0,0.0422535211267605,0.25,1,0.6323264652930586,1,1,0.0235294117647058,0,0,0,0,1,1,0,1,1,0.7681592039800995,0.0435379644588045,0.0,0.0,0.0354698265221391,0.0419117610164927,0.5,0,1,0.8791208791208792,0.3722481654436291,Competitor made better offer,0.3314303626726447,0.4285714285714285,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,0,1
0265-EDXBD,0.9344262295081968,0,1,1,0,0.0,San Diego,1,0.1818181818181818,0.4366197183098592,0.5,1,0.946989397879576,1,1,0.1176470588235294,0,0,0,0,0,0,0,1,1,0.5636815920398011,0.2636222017078236,0.0,0.0,0.4249646536053323,0.3175176743898217,0.25,0,1,0.7032967032967034,0.4674227262619524,Attitude of support person,0.3314303626726447,0.4285714285714285,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,2,0,2
2840-XANRC,0.9508196721311476,0,1,1,0,0.0,San Diego,1,0.0909090909090909,0.323943661971831,0.5,1,0.3220644128825765,0,1,0.1411764705882353,0,0,1,0,1,1,1,1,1,0.7452736318407961,0.2552792522501731,0.0,0.0,0.1083956103144146,0.2171010488393525,0.25,0,1,0.7472527472527473,0.0464754280631531,Competitor made better offer,0.3314303626726447,0.4285714285714285,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,2,2,0,2,0,0,1
5020-ZSTTY,0.836065573770492,0,1,0,0,0.0,San Diego,0,0.0,0.7464788732394366,1.0,1,0.2416483296659332,1,1,0.0588235294117647,1,1,0,1,1,1,1,1,0,0.6388059701492538,0.499803831063928,0.0,0.0,0.1829933346798627,0.4165469418747983,0.0,0,1,0.8571428571428572,0.4772070269068267,Competitor made better offer,0.3314303626726447,0.8571428571428572,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,3,2,2,0,0,1,1
5804-LEPIM,0.9016393442622952,0,1,0,0,0.0,San Diego,0,0.0,0.0140845070422535,0.0,1,0.2634526905381076,0,1,0.1176470588235294,0,0,0,0,0,0,0,1,1,0.5184079601990049,0.0138760673897992,0.0,0.0,0.0073890796472093,0.0120446764420077,0.5,0,1,0.7472527472527473,0.1485434734267289,Don't know,0.3314303626726447,0.2857142857142857,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,3
0623-IIHUG,0.9508196721311476,0,1,0,0,0.0,San Diego,0,0.0,0.2816901408450704,0.5,0,0.0,0,1,0.0941176470588235,1,0,0,0,1,0,0,1,1,0.235323383084577,0.0947726748211401,0.0,0.0,0.0,0.0684680857469238,0.0,0,1,0.934065934065934,0.6170780520346897,Competitor made better offer,0.3314303626726447,0.2857142857142857,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,2,1,0,1
9057-MSWCO,0.8524590163934426,0,1,1,0,0.0,San Diego,0,0.0,0.3661971830985915,0.5,0,0.0,0,1,0.1529411764705882,1,0,0,0,0,0,0,0,0,0.1243781094527363,0.0907339026078929,0.0,0.9333333333333332,0.0,0.0772488329968774,0.0,0,1,0.945054945054945,0.2054703135423616,Competitor made better offer,0.3314303626726447,0.1428571428571428,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,2,1,0,1,1,2,1
4895-TMWIR,0.9836065573770492,0,1,1,0,0.0,San Diego,1,0.0909090909090909,0.1408450704225352,0.25,1,0.5909181836367273,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0169154228855721,0.0226113547195938,0.0,0.0,0.0911544244709262,0.0433459497339851,0.0,0,1,0.8241758241758242,0.8639092728485656,Competitor made better offer,0.3314303626726447,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,2,2,1
0533-BNWKF,0.7704918032786886,0,1,1,0,0.0,San Diego,1,0.1818181818181818,0.7605633802816901,1.0,1,0.8565713142628526,1,1,0.3176470588235294,0,1,1,0,0,0,0,0,1,0.6686567164179105,0.5603392568659128,0.0,0.6000000000000001,0.6606690006508226,0.6103405424662024,0.0,0,1,0.945054945054945,0.7780742717367133,Competitor made better offer,0.3314303626726447,0.5714285714285714,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,2,3,0,1
0334-GDDSO,0.9508196721311476,0,1,0,0,0.0,San Diego,0,0.0,0.028169014084507,0.25,1,0.1844368873774755,1,1,0.1647058823529411,0,1,0,0,0,0,0,1,1,0.6278606965174128,0.0247980613893376,0.0,0.0,0.0077593752103952,0.0200702794284653,0.0,0,1,0.7472527472527473,0.1812319323993773,Competitor made better offer,0.3314303626726447,0.5714285714285714,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,1,0,2,0,0,1
5564-NEMQO,1.0,0,1,0,0,0.0,Thermal,0,0.0,0.0,0.0,1,0.7019403880776156,0,1,0.2,0,0,1,0,0,0,0,0,1,0.5676616915422885,0.006519732287099,0.0,0.1333333333333333,0.0098436903880248,0.0091177606920232,0.25,0,1,0.6813186813186813,0.6446519902156993,Network reliability,0.1615498603643824,0.2857142857142857,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,2,0,3
6235-VDHOM,0.9508196721311476,0,1,0,0,0.0,Riverside,0,0.0,0.056338028169014,0.25,0,0.0,0,1,0.3058823529411765,0,1,0,0,0,0,0,1,0,0.1014925373134328,0.0129529194553427,0.0,0.0,0.0,0.0091729539604515,0.25,0,1,0.9230769230769232,0.4660885034467423,Limited range of services,0.6078233941903984,0.2857142857142857,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,3,1,0,0,1,0,3
5609-CEBID,0.9508196721311476,0,1,0,0,0.0,Hemet,0,0.0,0.2676056338028169,0.5,1,0.9747949589917984,1,1,0.1411764705882353,0,1,1,0,0,1,0,0,1,0.7547263681592039,0.2035079621509347,0.0,0.5333333333333333,0.2734015574855809,0.235461173208184,0.0,0,1,0.9010989010989012,0.1474316210807204,Competitor had better devices,0.3728650948952258,0.5714285714285714,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,2,2,0,1
5956-VKDTT,0.8688524590163934,0,1,1,0,0.0,Moreno Valley,1,0.3636363636363636,0.056338028169014,0.25,1,0.915383076615323,1,1,0.2588235294117647,0,0,0,0,0,0,0,1,1,0.5582089552238805,0.0364643434110316,0.0,0.0,0.0641845642855539,0.045345451322046,0.0,0,1,0.8461538461538461,0.7271514342895262,Product dissatisfaction,0.4388832950206129,0.4285714285714285,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,2,2,0,3
0257-ZESQC,1.0,0,1,1,0,0.0,Perris,1,0.1818181818181818,0.3661971830985915,0.5,1,0.1404280856171234,0,1,0.2941176470588235,1,0,0,0,0,0,0,1,1,0.5666666666666667,0.2204650357719824,0.0,0.0,0.0531710765501918,0.1754083883732871,0.0,0,1,0.945054945054945,0.5590393595730485,Attitude of support person,0.2502612230940213,0.4285714285714285,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,1,0,2,0,0,2
2865-TCHJW,0.9016393442622952,0,1,0,0,0.0,Anaheim,0,0.0,0.0422535211267605,0.25,1,0.9671934386877376,1,1,0.2823529411764706,0,0,1,0,1,0,0,1,1,0.7059701492537314,0.0377798292176321,0.0,0.0,0.0542539105455688,0.0433384233791995,0.0,0,1,0.7582417582417583,0.8461196353124305,Competitor had better devices,0.3447194938921291,0.5714285714285714,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,2,2,0,1
5192-EBGOV,0.8032786885245903,0,1,0,0,0.0,Brea,0,0.0,0.0,0.0,1,0.9163832766553311,1,1,0.2470588235294117,0,0,0,0,1,0,0,1,1,0.6711442786069651,0.0077198246018924,0.0,0.0,0.0128509392042011,0.0092114219960227,0.0,0,1,0.6703296703296704,0.639759839893262,Competitor had better devices,0.0132701331762828,0.4285714285714285,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1
3419-SNJJD,0.9672131147540984,0,1,1,0,0.0,Yorba Linda,1,0.2727272727272727,0.9014084507042254,1.0,1,0.367873574714943,1,1,0.3294117647058823,1,0,1,0,1,1,0,1,0,0.8656716417910447,0.7809369951534733,0.0,0.0,0.3353278798895847,0.6656968819148384,0.0,0,1,0.945054945054945,0.4876584389593062,Attitude of support person,0.198358569067386,0.7142857142857142,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,2
4554-YGZIH,0.918032786885246,0,1,1,0,0.0,Summerland,1,0.2727272727272727,0.676056338028169,0.75,1,0.4584916983396679,1,1,0.1647058823529411,0,1,0,0,0,1,0,1,0,0.7144278606965173,0.5225536579736902,0.0,0.0,0.3150541978051573,0.4724016932625745,0.25,0,1,1.0,0.6795641538803645,Competitor made better offer,0.0053669472044379,0.5714285714285714,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1
5099-BAILX,0.9508196721311476,0,1,1,0,0.0,Santa Barbara,1,0.0909090909090909,0.5915492957746479,0.75,1,0.2904580916183236,1,1,0.0588235294117647,0,1,1,1,1,1,0,1,1,0.9203980099502488,0.5387837525963535,0.0,0.0,0.1751498013869252,0.4424576726169469,0.25,0,1,0.6593406593406593,0.1612185901712252,Competitor made better offer,0.3012709690901837,0.8571428571428572,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1
4913-EHYUI,1.0,0,1,1,0,0.0,Alpaugh,0,0.0,0.7746478873239437,1.0,1,0.9761952390478096,1,1,0.1411764705882353,1,0,1,0,1,1,0,1,1,0.8587064676616915,0.6664954996538195,0.0,0.0,0.766624026571512,0.7113316797653114,0.0,0,1,0.945054945054945,0.9484100511452078,Competitor offered higher download speeds,0.0099074795296084,0.7142857142857142,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,2,2,3,1,1
1626-ERCMM,0.918032786885246,0,1,1,0,0.0,Camp Nelson,1,0.6363636363636364,0.2676056338028169,0.5,1,0.1062212442488497,1,1,0.1176470588235294,0,0,0,0,1,1,1,1,1,0.7592039800995024,0.2170378490653127,0.0,0.0,0.0297919612199555,0.1659552867624799,0.0,0,1,0.8681318681318682,0.8007560595952856,Competitor had better devices,0.0017098238881395,0.4285714285714285,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,2,0,2,0,0,1
5644-PDMZC,0.8196721311475411,0,1,0,0,0.0,Delano,0,0.0,0.0140845070422535,0.0,1,0.9495899179835968,1,1,0.2235294117647058,0,1,0,0,0,1,1,1,0,0.708955223880597,0.0164666512808677,0.0,0.0,0.0266332278552032,0.0196588387001818,0.25,0,1,0.8241758241758242,0.0137869690905047,Attitude of support person,0.3540190360392879,0.5714285714285714,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,2
4160-AMJTL,0.9016393442622952,0,1,0,0,0.0,Fellows,0,0.0,0.0985915492957746,0.25,1,0.5591118223644729,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0139303482587064,0.0167897530579275,0.0,0.0,0.062725824188155,0.0306523342571236,0.25,0,1,0.8571428571428572,0.7625083388925951,Attitude of support person,0.0058418982844766,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,2,2,2
0823-HSCDJ,0.9344262295081968,0,1,0,0,0.0,Temecula,0,0.0,0.7183098591549296,0.75,0,0.0,0,1,0.2117647058823529,0,1,0,0,1,1,1,0,1,0.3074626865671641,0.2921878606046619,0.0,0.2,0.0,0.2140445125347257,0.25,0,1,0.934065934065934,0.7991994663108739,Competitor made better offer,0.4384748370917795,0.1428571428571428,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,2,3,2,0,2,1,0,1
0067-DKWBL,0.8196721311475411,0,1,0,0,0.0,San Diego,0,0.0,0.0140845070422535,0.0,1,0.8799759951990399,0,1,0.3176470588235294,1,0,0,0,0,0,0,1,1,0.308457711442786,0.0083429494576505,0.0,0.0,0.024680760340223,0.0131895186310731,0.25,0,1,0.989010989010989,0.3273293306648877,Competitor made better offer,0.4484773068373957,0.4285714285714285,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,2,3,1,0,2,2,0,1
5244-IRFIH,0.8688524590163934,0,1,1,0,0.0,San Diego,1,0.0909090909090909,0.4507042253521127,0.5,1,0.5557111422284458,1,1,0.0941176470588235,0,0,0,0,1,1,0,1,1,0.7587064676616915,0.3561908608354489,0.0,0.0,0.2571702686325995,0.3345824294738743,0.5,0,1,0.945054945054945,0.5181231932399377,Poor expertise of online support,0.4484773068373957,0.4285714285714285,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,3
2684-EIWEO,0.8196721311475411,0,1,0,0,0.0,San Diego,0,0.0,0.4084507042253521,0.5,1,0.9177835567113424,1,1,0.2235294117647058,1,1,1,0,0,0,0,1,0,0.7308457711442786,0.3161031617816755,0.0,0.0,0.3861172827038309,0.343970302676539,0.0,0,1,0.934065934065934,0.1065154547476095,Competitor made better offer,0.4484773068373957,0.8571428571428572,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,3,0,1
6683-VLCTZ,0.8852459016393442,0,1,0,0,0.0,San Diego,0,0.0,0.2676056338028169,0.5,1,0.8889777955591118,1,1,0.1529411764705882,0,0,1,0,1,1,0,0,1,0.7990049751243781,0.2104777290560812,0.0,0.8,0.2493323458784981,0.2366821152067489,0.5,0,1,0.9560439560439562,0.7651767845230153,Competitor made better offer,0.4484773068373957,0.4285714285714285,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,2,3,0,1
0691-IFBQW,0.7540983606557378,0,1,0,0,0.0,Biola,0,0.0,0.6338028169014085,0.75,1,0.0474094818963792,1,1,0.2352941176470588,1,1,1,0,1,1,1,1,1,0.9129353233830844,0.5603507962150935,0.0,0.0,0.0305830471958526,0.4149914952190922,0.0,0,1,0.8351648351648352,0.0889481876806759,Competitor made better offer,0.0075612211942169,0.8571428571428572,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,2,2,2,0,1,1
3643-AHCFP,0.9016393442622952,0,1,1,0,0.0,Selma,1,0.0909090909090909,0.0845070422535211,0.25,1,0.4382876575315063,1,1,0.1294117647058823,0,0,0,0,1,1,0,1,1,0.7696517412935323,0.0721843987999076,0.0,0.0,0.0430244170650149,0.0649240089045139,0.5,0,1,0.8571428571428572,0.2806315321325328,Competitor made better offer,0.2488933639835097,0.4285714285714285,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,2,0,0,1
9231-ZJYAM,0.7540983606557378,0,1,0,0,0.0,Squaw Valley,0,0.0,0.0422535211267605,0.25,1,0.73874774954991,0,1,0.2117647058823529,0,0,0,0,1,0,0,1,1,0.6029850746268656,0.031617816755135,0.0,0.0,0.0414394398438026,0.0350527430218147,0.5,0,1,0.7362637362637363,0.7333778074271735,Moved,0.02977943271843,0.2857142857142857,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,3
0727-BMPLR,0.7704918032786886,0,1,0,0,0.0,Fresno,0,0.0,0.7605633802816901,1.0,1,0.7477495499099821,1,1,0.0823529411764705,0,0,1,0,1,1,1,0,1,0.8134328358208955,0.6335679667666744,0.0,0.6666666666666667,0.5767353396620213,0.6392250196103356,0.5,0,1,0.8571428571428572,0.8174338447854124,Competitor offered higher download speeds,0.339865493854133,0.4285714285714285,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,2,2,2,3,1,1
