Customer ID,Satisfaction Score,Churn Score,Contract_Month-to-Month,Number of Referrals,Online Security,Monthly Charge
0257-ZESQC,0.0,0.945054945054945,1,0.1818181818181818,1,0.5666666666666667
2865-TCHJW,0.0,0.7582417582417583,1,0.0,0,0.7059701492537314
5192-EBGOV,0.0,0.6703296703296704,1,0.0,0,0.6711442786069651
3419-SNJJD,0.0,0.945054945054945,1,0.2727272727272727,1,0.8656716417910447
4554-YGZIH,0.25,1.0,1,0.2727272727272727,0,0.7144278606965173
5099-BAILX,0.25,0.6593406593406593,1,0.0909090909090909,0,0.9203980099502488
4913-EHYUI,0.0,0.945054945054945,0,0.0,1,0.8587064676616915
1626-ERCMM,0.0,0.8681318681318682,1,0.6363636363636364,0,0.7592039800995024
5644-PDMZC,0.25,0.8241758241758242,1,0.0,0,0.708955223880597
4160-AMJTL,0.25,0.8571428571428572,1,0.0,0,0.0139303482587064
0823-HSCDJ,0.25,0.934065934065934,1,0.0,0,0.3074626865671641
0067-DKWBL,0.25,0.989010989010989,1,0.0,1,0.308457711442786
5244-IRFIH,0.5,0.945054945054945,1,0.0909090909090909,0,0.7587064676616915
2684-EIWEO,0.0,0.934065934065934,1,0.0,1,0.7308457711442786
6683-VLCTZ,0.5,0.9560439560439562,1,0.0,0,0.7990049751243781
0691-IFBQW,0.0,0.8351648351648352,0,0.0,1,0.9129353233830844
3643-AHCFP,0.5,0.8571428571428572,1,0.0909090909090909,0,0.7696517412935323
9231-ZJYAM,0.5,0.7362637362637363,1,0.0,0,0.6029850746268656
0727-BMPLR,0.5,0.8571428571428572,0,0.0,0,0.8134328358208955
0947-MUGVO,0.0,0.989010989010989,1,0.0909090909090909,0,0.5512437810945274
0781-LKXBR,0.0,0.7142857142857143,1,0.0,0,0.818407960199005
1907-UBQFC,0.0,0.945054945054945,1,0.0,0,0.5432835820895522
6513-EECDB,0.25,0.978021978021978,1,0.0,0,0.5502487562189055
7074-IEVOJ,0.0,0.945054945054945,1,0.0,0,0.6084577114427862
4750-ZRXIU,0.0,0.8571428571428572,1,0.0,0,0.6601990049751243
7028-DVOIQ,0.0,0.8461538461538461,1,0.0,0,0.8039800995024875
4208-UFFGW,0.25,0.8681318681318682,1,0.0,0,0.2656716417910448
9889-TMAHG,0.0,0.7582417582417583,1,0.0,1,0.8164179104477611
8919-FYFQZ,0.0,1.0,1,0.1818181818181818,0,0.1203980099502487
6646-QVXLR,0.0,0.945054945054945,0,0.0909090909090909,0,0.8507462686567163
9369-XFEHK,0.25,0.7362637362637363,1,0.0909090909090909,0,0.6203980099502486
1374-DMZUI,0.25,0.945054945054945,1,0.0,0,0.7567164179104477
1989-PRJHP,0.0,0.6593406593406593,1,0.0909090909090909,0,0.5696517412935324
4822-RVYBB,0.0,0.934065934065934,1,0.0,0,0.8194029850746268
4184-TJFAN,0.0,0.6923076923076923,1,0.0909090909090909,1,0.6970149253731343
4145-UQXUQ,0.0,0.8351648351648352,1,0.0,0,0.7348258706467661
1236-WFCDV,0.5,1.0,1,0.0,0,0.718407960199005
1271-SJBGZ,0.0,0.7582417582417583,1,0.0,0,0.2527363184079602
4441-NIHPT,0.0,0.934065934065934,1,0.0,0,0.5577114427860697
8999-BOHSE,0.25,0.9230769230769232,1,0.0,0,0.7109452736318408
7029-RPUAV,0.5,0.9010989010989012,1,0.0909090909090909,0,0.817910447761194
8111-SLLHI,0.5,1.0,1,0.0909090909090909,0,0.8696517412935324
5293-WXJAK,0.5,0.8461538461538461,1,0.4545454545454546,0,0.8537313432835821
4086-YQSNZ,0.25,0.9230769230769232,1,0.0909090909090909,0,0.618407960199005
8399-YNDCH,0.0,0.7142857142857143,1,0.0,0,0.4159203980099502
5565-FILXA,0.25,1.0,1,0.0,0,0.7751243781094528
4187-CINZD,0.25,0.934065934065934,0,0.0,0,0.7661691542288557
6818-WOBHJ,0.0,0.7032967032967034,1,0.0909090909090909,0,0.7099502487562188
9134-CEQMF,0.25,0.9230769230769232,1,0.0909090909090909,0,0.708955223880597
8519-IMDHU,0.0,0.8571428571428572,1,0.0909090909090909,0,0.6701492537313432
3372-KWFBM,0.5,0.8351648351648352,1,0.0,0,0.6800995024875621
7206-GZCDC,0.25,0.7692307692307693,1,0.0,0,0.5074626865671642
1768-ZAIFU,0.0,0.6813186813186813,1,0.0,0,0.0691542288557213
3793-MMFUH,0.0,0.934065934065934,1,0.0,0,0.7641791044776118
6567-HOOPW,0.5,0.7802197802197802,1,0.0,0,0.6064676616915423
8621-MNIHH,0.0,0.9120879120879122,1,0.0909090909090909,0,0.7562189054726368
5419-CONWX,0.0,0.9230769230769232,1,0.0,0,0.8114427860696517
7024-OHCCK,0.5,0.7362637362637363,1,0.0,0,0.7522388059701491
5357-TZHPP,0.25,0.8571428571428572,1,0.0,0,0.6582089552238807
0506-LVNGN,0.0,0.934065934065934,1,0.0,0,0.5701492537313433
9809-IMGCQ,0.0,0.9670329670329672,1,0.0,0,0.7805970149253731
3254-YRILK,0.0,0.7032967032967034,1,0.0,0,0.6960199004975124
0529-ONKER,0.5,1.0,1,0.0,0,0.5711442786069653
5240-IJOQT,0.0,0.9120879120879122,1,0.0,0,0.5616915422885572
0661-XEYAN,0.0,0.934065934065934,1,0.0,0,0.0751243781094527
2660-EMUBI,0.0,0.7692307692307693,1,0.0,0,0.7671641791044775
7675-OZCZG,0.5,0.7912087912087913,1,0.0,0,0.2661691542288557
9391-EOYLI,0.25,0.7032967032967034,1,0.0909090909090909,0,0.618905472636816
2761-OCIAX,0.25,0.8351648351648352,1,0.0,0,0.5616915422885572
3068-OMWZA,0.0,0.945054945054945,1,0.0,0,0.7019900497512437
4154-AQUGT,0.0,0.8461538461538461,1,0.0909090909090909,0,0.7044776119402985
8017-LXHFA,0.25,0.989010989010989,1,0.0,0,0.7611940298507462
4248-QPAVC,0.0,0.934065934065934,1,0.0909090909090909,1,0.6676616915422885
4690-LLKUA,0.0,0.9670329670329672,1,0.0,0,0.2666666666666666
9490-DFPMD,0.25,0.934065934065934,1,0.0,0,0.6606965174129353
8580-AECUZ,0.5,0.9560439560439562,1,0.0,0,0.6054726368159203
5047-LHVLY,0.25,0.945054945054945,1,0.0,0,0.317412935323383
8375-DKEBR,0.0,1.0,1,0.0,0,0.5109452736318407
7279-BUYWN,0.0,0.9230769230769232,1,0.0,1,0.944776119402985
7156-MHUGY,0.0,0.7802197802197802,1,0.0,0,0.7189054726368159
9606-PBKBQ,0.0,0.978021978021978,1,0.0909090909090909,0,0.664179104477612
3536-IQCTX,0.0,0.7692307692307693,1,0.0909090909090909,0,0.6671641791044776
3132-TVFDZ,0.25,0.8461538461538461,1,0.0909090909090909,0,0.2646766169154229
8080-DDEMJ,0.25,0.8131868131868132,1,0.0,0,0.2671641791044776
6702-OHFWR,0.5,0.945054945054945,1,0.0,0,0.2492537313432835
4510-PYUSH,0.0,0.7692307692307693,1,0.0,1,0.3870646766169153
8840-DQLGN,0.0,0.8351648351648352,1,0.0909090909090909,1,0.818407960199005
4193-ORFCL,0.0,0.7142857142857143,1,0.0,0,0.2671641791044776
7776-QWNFX,0.5,0.8571428571428572,1,0.0909090909090909,0,0.3199004975124377
6689-TCZHQ,0.5,0.6593406593406593,1,0.0,0,0.6039800995024875
9497-QCMMS,0.0,0.8351648351648352,1,0.0,0,0.7492537313432835
3424-NMNBO,0.0,0.945054945054945,0,0.0909090909090909,1,0.9014925373134328
4514-GFCFI,0.25,0.945054945054945,1,0.0,0,0.6616915422885572
8000-REIQB,0.25,0.978021978021978,1,0.0,0,0.5144278606965175
4795-KTRTH,0.0,0.945054945054945,1,0.0909090909090909,0,0.6243781094527363
9961-JBNMK,0.0,0.9010989010989012,1,0.0,0,0.781592039800995
6179-GJPSO,0.0,0.8901098901098902,1,0.0,1,0.8945273631840797
8290-YWKHZ,0.5,0.934065934065934,1,0.0909090909090909,0,0.745771144278607
8051-HJRLT,0.5,0.8461538461538461,1,0.0,0,0.5203980099502488
4021-RQSNY,0.5,0.7362637362637363,1,0.0909090909090909,0,0.7985074626865671
9061-TIHDA,0.0,0.934065934065934,1,0.0909090909090909,0,0.7661691542288557
8699-ASUFO,0.5,1.0,1,0.0909090909090909,0,0.5587064676616916
4695-WJZUE,0.0,0.8241758241758242,1,0.0,0,0.699502487562189
3988-RQIXO,0.5,0.7252747252747254,1,0.0,0,0.726865671641791
5931-FLJJF,0.25,0.8571428571428572,1,0.0909090909090909,0,0.5159203980099502
3207-OYBWH,0.25,0.8901098901098902,1,0.0909090909090909,0,0.7661691542288557
7216-EWTRS,0.0,0.6593406593406593,1,0.3636363636363636,0,0.8213930348258706
2528-HFYZX,0.0,0.9560439560439562,1,0.1818181818181818,0,0.5791044776119403
4140-MUHUG,0.25,0.7142857142857143,1,0.0,0,0.6825870646766168
1587-FKLZB,0.0,1.0,1,0.0909090909090909,0,0.808457711442786
5440-FLBQG,0.5,0.7472527472527473,0,0.0909090909090909,0,0.8970149253731344
2774-LVQUS,0.5,0.7142857142857143,1,0.1818181818181818,0,0.6447761194029851
4612-THJBS,0.5,0.9670329670329672,0,0.0,0,0.8606965174129354
4094-NSEDU,0.25,0.7472527472527473,1,0.0,0,0.7562189054726368
1846-XWOQN,0.25,0.7252747252747254,1,0.0,0,0.5164179104477612
3757-NJYBX,0.25,0.6593406593406593,1,0.2727272727272727,0,0.8766169154228854
9898-KZQDZ,0.0,0.989010989010989,1,0.0909090909090909,0,0.7592039800995024
8263-JQAIK,0.5,0.7912087912087913,1,0.0,0,0.0616915422885571
2205-YMZZJ,0.5,0.7142857142857143,1,0.0,0,0.6621890547263681
1254-IZEYF,0.5,1.0,1,0.0,0,0.8129353233830846
9221-OTIVJ,0.0,0.8901098901098902,1,0.0,0,0.861691542288557
5908-QMGOE,0.0,0.8241758241758242,1,0.0,0,0.5567164179104478
0397-GZBBC,0.25,0.8791208791208792,1,0.0,0,0.7522388059701491
7641-EUYET,0.0,0.7362637362637363,1,0.2727272727272727,1,0.8203980099502487
8922-LIEGH,0.5,0.8461538461538461,1,0.0,0,0.7109452736318408
8245-UMPYT,0.5,0.8241758241758242,1,0.0,0,0.7776119402985074
5186-SAMNZ,0.25,0.7912087912087913,1,0.0,0,0.5099502487562189
5373-SFODM,0.25,0.8461538461538461,1,0.0909090909090909,0,0.6666666666666666
0022-TCJCI,0.0,0.9560439560439562,0,0.0,1,0.4422885572139303
5130-IEKQT,0.25,0.945054945054945,1,0.0,0,0.872636815920398
3269-ATYWD,0.0,0.6593406593406593,1,0.0,0,0.7701492537313434
0354-WYROK,0.25,0.945054945054945,1,0.0909090909090909,0,0.8024875621890547
7576-OYWBN,0.0,0.6813186813186813,1,0.0,0,0.5751243781094527
5539-TMZLF,0.0,0.7032967032967034,1,0.0,0,0.5124378109452736
3336-JORSO,0.0,0.8241758241758242,1,0.0,0,0.9174129353233832
6861-XWTWQ,0.25,0.934065934065934,1,0.0909090909090909,0,0.8059701492537313
4283-FUTGF,0.5,0.6593406593406593,1,0.0,0,0.6129353233830845
2397-BRLOM,0.0,0.945054945054945,1,0.1818181818181818,0,0.618905472636816
8510-AWCXC,0.0,0.6593406593406593,1,0.0,1,0.8213930348258706
8225-BTJAU,0.0,0.9010989010989012,1,0.0,0,0.6069651741293532
1724-BQUHA,0.25,0.6703296703296704,1,0.0,0,0.708955223880597
4826-XTSOH,0.0,1.0,1,0.0,0,0.6746268656716418
2408-WITXK,0.0,0.9560439560439562,1,0.0,0,0.163681592039801
2634-HCZGT,0.0,0.7912087912087913,0,0.0909090909090909,1,0.4159203980099502
7503-QQRVF,0.0,0.8351648351648352,1,0.0909090909090909,0,0.5577114427860697
0709-TVGUR,0.0,0.7032967032967034,1,0.0,0,0.5601990049751243
3001-CBHLQ,0.0,0.8131868131868132,1,0.0909090909090909,0,0.8621890547263681
4102-OQUPX,0.5,0.945054945054945,1,0.0909090909090909,0,0.5587064676616916
3999-QGRJH,0.0,0.9120879120879122,1,0.0,0,0.5119402985074627
2454-RPBRZ,0.5,0.934065934065934,1,0.0909090909090909,0,0.7945273631840796
2265-CYWIV,0.0,0.7912087912087913,1,0.0909090909090909,1,0.8094527363184079
4550-VBOFE,0.0,0.945054945054945,1,0.0909090909090909,0,0.8427860696517412
7409-KIUTL,0.5,0.7362637362637363,1,0.0,0,0.5248756218905473
1732-VHUBQ,0.5,0.8461538461538461,1,0.0909090909090909,0,0.5203980099502488
0679-IDSTG,0.0,0.9010989010989012,1,0.0909090909090909,0,0.5074626865671642
8802-UNOJF,0.0,0.8021978021978022,1,0.0,0,0.6522388059701492
6313-GIDIT,0.25,0.6593406593406593,1,0.0,0,0.3601990049751243
2845-AFFTX,0.0,0.7802197802197802,1,0.0,0,0.8114427860696517
2815-CPTUL,0.25,0.9230769230769232,1,0.0,0,0.5174129353233831
1891-FZYSA,0.0,0.8461538461538461,1,0.0909090909090909,0,0.7134328358208956
9685-WKZGT,0.5,0.7142857142857143,1,0.0,0,0.564179104477612
6022-UGGSO,0.0,0.934065934065934,1,0.0,0,0.5587064676616916
3923-CSIHK,0.5,0.978021978021978,1,0.0909090909090909,0,0.5253731343283582
3677-IYRBF,0.0,0.934065934065934,1,0.0,0,0.1208955223880596
8118-LSUEL,0.0,0.8131868131868132,1,0.0,0,0.8771144278606965
5277-ZLOOR,0.5,0.8901098901098902,1,0.0,0,0.6696517412935323
4248-HCETZ,0.5,0.7472527472527473,1,0.0909090909090909,0,0.6109452736318408
9174-FKWZE,0.0,0.8021978021978022,1,0.0,0,0.0119402985074626
5307-DZCVC,0.5,0.7582417582417583,1,0.0,0,0.6736318407960199
8679-JOEVF,0.0,0.9010989010989012,1,0.0,0,0.4094527363184079
4803-AXVYP,0.0,0.945054945054945,1,0.0,0,0.8089552238805969
5649-ANRML,0.5,0.934065934065934,1,0.0,0,0.7646766169154228
7395-IGJOS,0.25,0.8131868131868132,1,0.0909090909090909,0,0.6293532338308457
7890-VYYWG,0.0,0.9230769230769232,1,0.0909090909090909,0,0.1810945273631841
9907-SWKKF,0.0,0.6593406593406593,1,0.0,0,0.0676616915422885
6397-JNZZG,0.0,0.8791208791208792,1,0.0909090909090909,0,0.3711442786069651
7779-LGOVN,0.0,0.8681318681318682,1,0.1818181818181818,0,0.6805970149253732
9710-ZUSHQ,0.0,0.9560439560439562,1,0.0,1,0.8805970149253731
3902-FOIGH,0.0,0.6923076923076923,1,0.0909090909090909,0,0.8268656716417909
3318-OSATS,0.25,0.945054945054945,1,0.0,0,0.7681592039800995
2636-ALXXZ,0.25,0.7582417582417583,1,0.0,0,0.5109452736318407
9885-CSMWE,0.0,0.6813186813186813,1,0.0,0,0.5990049751243781
8058-JMEQO,0.5,0.989010989010989,1,0.0,0,0.6587064676616915
7657-DYEPJ,0.5,0.8461538461538461,0,0.0,0,0.5164179104477612
8276-MQBYC,0.25,0.8351648351648352,1,0.0,0,0.7915422885572139
6015-VVHHE,0.5,1.0,1,0.0,0,0.645771144278607
2516-VQRRV,0.5,0.6593406593406593,1,0.0,0,0.5691542288557214
7580-UGXNC,0.0,1.0,1,0.0,1,0.3641791044776119
5178-LMXOP,0.0,0.7142857142857143,1,0.0909090909090909,0,0.7646766169154228
7056-IMHCC,0.0,0.978021978021978,1,0.0909090909090909,0,0.8323383084577115
8749-JMNKX,0.0,0.8571428571428572,1,0.0909090909090909,1,0.7517412935323382
0917-EZOLA,0.5,0.7582417582417583,0,0.0,0,0.854726368159204
8414-MYSHR,0.0,0.8021978021978022,1,0.0,0,0.7278606965174129
4988-IQIGL,0.5,0.9560439560439562,1,0.0,0,0.5681592039800994
4706-AXVKM,0.25,0.6813186813186813,1,0.0,0,0.6621890547263681
5889-JTMUL,0.5,0.9560439560439562,1,0.0909090909090909,0,0.7641791044776118
9026-RNUJS,0.0,0.8351648351648352,1,0.0,0,0.3194029850746268
1624-NALOJ,0.0,0.9120879120879122,1,0.0,0,0.7119402985074627
6210-KBBPI,0.0,0.9670329670329672,1,0.0,0,0.8079601990049752
2260-USTRB,0.0,0.6813186813186813,1,0.0,0,0.5169154228855721
8623-TMRBY,0.25,0.7582417582417583,1,0.1818181818181818,0,0.6562189054726368
6900-PXRMS,0.0,0.945054945054945,1,0.0,0,0.8706467661691543
3346-BRMIS,0.25,0.9560439560439562,1,0.0909090909090909,0,0.299502487562189
2722-JMONI,0.0,0.7802197802197802,1,0.0909090909090909,1,0.3114427860696517
7579-OOPEC,0.0,0.8021978021978022,1,0.0909090909090909,0,0.317412935323383
1771-OADNZ,0.5,0.989010989010989,1,0.0909090909090909,0,0.772636815920398
0612-RTZZA,0.25,0.9010989010989012,1,0.0,0,0.0696517412935323
4433-JCGCG,0.0,0.9120879120879122,1,0.0909090909090909,0,0.8233830845771145
9488-HGMJH,0.5,0.8791208791208792,1,0.0,0,0.5263681592039802
4818-QIUFN,0.0,0.989010989010989,1,0.0,1,0.6059701492537314
6961-VCPMC,0.5,0.7692307692307693,1,0.0909090909090909,0,0.618407960199005
4424-TKOPW,0.0,0.7142857142857143,1,0.0,0,0.7522388059701491
4201-JMNGR,0.0,0.9010989010989012,1,0.0,1,0.3736318407960198
1866-RZZQS,0.0,0.945054945054945,1,0.0,0,0.7975124378109453
8631-NBHFZ,0.0,0.7472527472527473,0,0.0909090909090909,1,0.6084577114427862
4958-XCBDQ,0.5,0.9560439560439562,1,0.0,0,0.827363184079602
8337-UPOAQ,0.25,0.7802197802197802,1,0.0,0,0.7119402985074627
6712-OAWRH,0.5,0.7802197802197802,1,0.0,0,0.7263681592039801
5914-DVBWJ,0.0,0.945054945054945,1,0.0,0,0.6686567164179105
8644-XLFBW,0.25,0.8681318681318682,1,0.0,0,0.5313432835820896
1833-VGRUM,0.25,0.7252747252747254,1,0.0,0,0.5567164179104478
8374-XGEJJ,0.0,0.9010989010989012,1,0.7272727272727273,0,0.8233830845771145
6946-LMSQS,0.0,0.934065934065934,0,0.2727272727272727,1,0.7044776119402985
4039-HEUNW,0.5,0.8461538461538461,1,0.0909090909090909,0,0.7786069651741293
0812-WUPTB,0.25,0.7032967032967034,1,0.0909090909090909,0,0.5233830845771144
2403-BCASL,0.25,0.9670329670329672,0,0.0909090909090909,0,0.9323383084577114
3871-IKPYH,0.5,0.8571428571428572,1,0.0,0,0.5059701492537313
1304-NECVQ,0.25,0.9560439560439562,1,0.0,0,0.6
5655-JSMZM,0.25,0.7582417582417583,1,0.0,0,0.7756218905472637
4505-EXZHB,0.0,0.945054945054945,1,0.0,0,0.5587064676616916
8972-HJWNV,0.0,0.8241758241758242,1,0.0909090909090909,0,0.6597014925373134
2860-RANUS,0.0,0.7692307692307693,1,0.0,0,0.672139303482587
0406-BPDVR,0.25,0.6923076923076923,0,0.0,0,0.8283582089552238
5276-KQWHG,0.5,0.7582417582417583,1,0.0,0,0.5109452736318407
9667-EQRXU,0.25,0.978021978021978,1,0.0,0,0.2194029850746268
0946-CLJTI,0.0,0.945054945054945,1,0.0909090909090909,0,0.800497512437811
0324-BRPCJ,0.0,0.7142857142857143,1,0.0909090909090909,0,0.8154228855721393
9189-JWSHV,0.25,0.945054945054945,1,0.0909090909090909,0,0.7492537313432835
0576-WNXXC,0.0,0.7692307692307693,1,0.0909090909090909,0,0.7691542288557214
5482-PLVPE,0.0,0.7362637362637363,1,0.0,0,0.0606965174129353
4902-OHLSK,0.0,0.9670329670329672,1,0.0,0,0.8
0495-ZBNGW,0.25,0.934065934065934,1,0.0909090909090909,0,0.6134328358208956
2357-COQEK,0.25,0.8021978021978022,1,0.0,0,0.8462686567164178
2034-CGRHZ,0.5,0.6703296703296704,1,0.0,0,0.8427860696517412
9360-AHGNL,0.25,0.7032967032967034,0,0.6363636363636364,1,0.908457711442786
5485-WUYWF,0.0,0.9010989010989012,1,0.0,1,0.4791044776119403
2632-UCGVD,0.25,0.7362637362637363,1,0.5454545454545454,0,0.8139303482587064
6425-YQLLO,0.25,0.8901098901098902,0,0.0909090909090909,0,0.872636815920398
2091-RFFBA,0.0,0.7692307692307693,1,0.0,0,0.5537313432835821
6899-PPEEA,0.25,0.8351648351648352,1,0.0,0,0.7791044776119402
4597-NUCQV,0.5,0.9010989010989012,1,0.0,0,0.8258706467661691
3754-DXMRT,0.25,0.8901098901098902,1,0.0,0,0.2577114427860696
7130-VTEWQ,0.5,0.9560439560439562,1,0.0,0,0.572139303482587
7903-CMPEY,0.0,0.9010989010989012,1,0.0909090909090909,1,0.617412935323383
1704-NRWYE,0.25,0.7252747252747254,1,0.0,0,0.6228855721393034
7481-ATQQS,0.25,0.7142857142857143,1,0.0,0,0.7223880597014924
0023-HGHWL,0.5,0.8791208791208792,1,0.0,0,0.0681592039800995
1792-UXAFY,0.0,0.9230769230769232,1,0.0,0,0.7054726368159204
6161-UUUTA,0.25,0.934065934065934,1,0.0,0,0.6134328358208956
6543-XRMYR,0.0,0.7032967032967034,1,0.0,0,0.8104477611940298
2479-BRAMR,0.0,0.7252747252747254,1,0.0909090909090909,1,0.6517412935323383
3714-JTVOV,0.0,0.978021978021978,1,0.0909090909090909,1,0.5562189054726369
8580-QVLOC,0.0,0.8021978021978022,0,0.0,1,0.7383084577114428
2012-NWRPA,0.5,0.7252747252747254,1,0.0909090909090909,0,0.8089552238805969
8808-ELEHO,0.0,0.7362637362637363,1,0.0,0,0.6268656716417911
9058-CBREO,0.0,0.989010989010989,1,0.0,0,0.3213930348258705
8063-GBATB,0.0,0.8241758241758242,1,0.0,0,0.6666666666666666
1069-XAIEM,0.0,1.0,1,0.0,0,0.6646766169154228
6987-XQSJT,0.0,0.8021978021978022,1,0.0,0,0.6094527363184079
0722-TROQR,0.0,0.8021978021978022,1,0.0,0,0.5636815920398011
6402-ZFPPI,0.0,0.978021978021978,1,0.0,1,0.8412935323383085
9965-YOKZB,0.0,0.7252747252747254,1,0.0,0,0.6527363184079601
0504-HHAPI,0.5,1.0,1,0.0,0,0.6970149253731343
3791-LGQCY,0.0,0.8791208791208792,1,0.0909090909090909,0,0.8199004975124379
8166-ZZTFS,0.5,0.978021978021978,0,0.0909090909090909,0,0.6199004975124378
2956-GGUCQ,0.0,0.6593406593406593,1,0.0909090909090909,1,0.6029850746268656
2778-OCLGR,0.0,0.9230769230769232,1,0.0909090909090909,1,0.2074626865671641
7067-KSAZT,0.0,0.7032967032967034,0,0.0909090909090909,0,0.8756218905472636
9300-AGZNL,0.0,0.6813186813186813,1,0.0,0,0.753731343283582
1112-CUNAO,0.25,0.945054945054945,1,0.0,0,0.7124378109452736
3389-YGYAI,0.5,0.7362637362637363,1,0.0,0,0.8681592039800995
3070-DVEYC,0.25,0.8681318681318682,1,0.0,0,0.5522388059701492
5707-ORNDZ,0.0,0.8131868131868132,1,0.0,1,0.3611940298507462
8696-JKZNU,0.5,0.945054945054945,1,0.0,0,0.5771144278606964
2055-PDADH,0.5,0.6813186813186813,1,0.0,0,0.518905472636816
2302-ANTDP,0.0,0.6813186813186813,1,0.8181818181818182,1,0.9870646766169154
5233-GEEAX,0.0,0.8791208791208792,1,0.0,0,0.1109452736318407
7137-RYLPP,0.25,0.8901098901098902,1,0.0909090909090909,0,0.6711442786069651
3957-LXOLK,0.0,0.8571428571428572,1,0.0,0,0.8746268656716417
5281-BUZGT,0.0,0.9560439560439562,1,0.0,1,0.7223880597014924
2718-GAXQD,0.0,0.9560439560439562,1,0.0909090909090909,0,0.2761194029850746
3217-FZDMN,0.0,0.8571428571428572,1,0.0,0,0.7582089552238807
7480-QNVZJ,0.5,0.7472527472527473,1,0.0,0,0.7706467661691543
7124-UGSUR,0.0,0.8681318681318682,0,0.0909090909090909,0,0.8572139303482588
1862-SKORY,0.5,0.945054945054945,1,0.0909090909090909,0,0.2094527363184079
4816-JBHOV,0.0,0.945054945054945,1,0.0,0,0.2631840796019901
3247-ZVOUO,0.0,0.8351648351648352,1,0.0,0,0.6696517412935323
1268-ASBGA,0.25,0.6703296703296704,1,0.0909090909090909,0,0.6676616915422885
4713-LZDRV,0.5,0.978021978021978,1,0.0,0,0.6104477611940298
4325-NFSKC,0.0,0.9010989010989012,1,0.0,1,0.7199004975124377
6502-HCJTI,0.0,0.7692307692307693,1,0.0,1,0.7606965174129353
8258-GSTJK,0.0,1.0,1,0.0,0,0.5845771144278606
2995-UPRYS,0.5,0.7032967032967034,0,0.0909090909090909,0,0.8054726368159204
6686-YPGHK,0.5,0.6923076923076923,1,0.0,1,0.6691542288557214
8020-BWHYL,0.5,0.945054945054945,1,0.0,0,0.5676616915422885
6892-XPFPU,0.0,0.8241758241758242,1,0.2727272727272727,0,0.8557213930348259
8010-EZLOU,0.0,0.7802197802197802,1,0.0,0,0.6164179104477612
8062-YBDOE,0.25,0.8021978021978022,1,0.0,0,0.5114427860696518
3672-YITQD,0.0,0.8131868131868132,1,0.0909090909090909,0,0.6552238805970149
8988-ECPJR,0.0,0.6703296703296704,1,0.0909090909090909,0,0.6104477611940298
3776-EKTKM,0.5,1.0,1,0.0,0,0.1810945273631841
0643-OKLRP,0.0,0.989010989010989,1,0.0909090909090909,1,0.617910447761194
9381-NDKME,0.0,0.8791208791208792,1,0.0909090909090909,0,0.2228855721393034
