Customer ID,Satisfaction Score,Churn Score,Contract_Month-to-Month,Number of Referrals,Online Security,Monthly Charge,Offer_Offer E,Offer_Offer A,Contract_Two Year
4913-EHYUI,0.0,0.945054945054945,0,0.0,1,0.8587064676616915,0,0,0
1626-ERCMM,0.0,0.8681318681318682,1,0.6363636363636364,0,0.7592039800995024,0,0,0
5644-PDMZC,0.25,0.8241758241758242,1,0.0,0,0.708955223880597,0,0,0
4160-AMJTL,0.25,0.8571428571428572,1,0.0,0,0.0139303482587064,0,0,0
0823-HSCDJ,0.25,0.934065934065934,1,0.0,0,0.3074626865671641,0,0,0
0067-DKWBL,0.25,0.989010989010989,1,0.0,1,0.308457711442786,0,0,0
5244-IRFIH,0.5,0.945054945054945,1,0.0909090909090909,0,0.7587064676616915,0,0,0
2684-EIWEO,0.0,0.934065934065934,1,0.0,1,0.7308457711442786,0,0,0
6683-VLCTZ,0.5,0.9560439560439562,1,0.0,0,0.7990049751243781,0,0,0
0691-IFBQW,0.0,0.8351648351648352,0,0.0,1,0.9129353233830844,0,0,0
3643-AHCFP,0.5,0.8571428571428572,1,0.0909090909090909,0,0.7696517412935323,0,0,0
9231-ZJYAM,0.5,0.7362637362637363,1,0.0,0,0.6029850746268656,0,0,0
0727-BMPLR,0.5,0.8571428571428572,0,0.0,0,0.8134328358208955,0,0,0
0947-MUGVO,0.0,0.989010989010989,1,0.0909090909090909,0,0.5512437810945274,0,0,0
0781-LKXBR,0.0,0.7142857142857143,1,0.0,0,0.818407960199005,0,0,0
1907-UBQFC,0.0,0.945054945054945,1,0.0,0,0.5432835820895522,0,0,0
6513-EECDB,0.25,0.978021978021978,1,0.0,0,0.5502487562189055,0,0,0
7074-IEVOJ,0.0,0.945054945054945,1,0.0,0,0.6084577114427862,0,0,0
4750-ZRXIU,0.0,0.8571428571428572,1,0.0,0,0.6601990049751243,0,0,0
7028-DVOIQ,0.0,0.8461538461538461,1,0.0,0,0.8039800995024875,0,0,0
4208-UFFGW,0.25,0.8681318681318682,1,0.0,0,0.2656716417910448,1,0,0
9889-TMAHG,0.0,0.7582417582417583,1,0.0,1,0.8164179104477611,0,0,0
8919-FYFQZ,0.0,1.0,1,0.1818181818181818,0,0.1203980099502487,0,0,0
6646-QVXLR,0.0,0.945054945054945,0,0.0909090909090909,0,0.8507462686567163,0,0,0
9369-XFEHK,0.25,0.7362637362637363,1,0.0909090909090909,0,0.6203980099502486,0,0,0
1374-DMZUI,0.25,0.945054945054945,1,0.0,0,0.7567164179104477,1,0,0
1989-PRJHP,0.0,0.6593406593406593,1,0.0909090909090909,0,0.5696517412935324,0,0,0
4822-RVYBB,0.0,0.934065934065934,1,0.0,0,0.8194029850746268,1,0,0
4184-TJFAN,0.0,0.6923076923076923,1,0.0909090909090909,1,0.6970149253731343,1,0,0
4145-UQXUQ,0.0,0.8351648351648352,1,0.0,0,0.7348258706467661,1,0,0
1236-WFCDV,0.5,1.0,1,0.0,0,0.718407960199005,0,0,0
1271-SJBGZ,0.0,0.7582417582417583,1,0.0,0,0.2527363184079602,0,0,0
4441-NIHPT,0.0,0.934065934065934,1,0.0,0,0.5577114427860697,0,0,0
8999-BOHSE,0.25,0.9230769230769232,1,0.0,0,0.7109452736318408,0,0,0
7029-RPUAV,0.5,0.9010989010989012,1,0.0909090909090909,0,0.817910447761194,0,0,0
8111-SLLHI,0.5,1.0,1,0.0909090909090909,0,0.8696517412935324,0,0,0
5293-WXJAK,0.5,0.8461538461538461,1,0.4545454545454546,0,0.8537313432835821,0,0,0
4086-YQSNZ,0.25,0.9230769230769232,1,0.0909090909090909,0,0.618407960199005,1,0,0
8399-YNDCH,0.0,0.7142857142857143,1,0.0,0,0.4159203980099502,0,0,0
5565-FILXA,0.25,1.0,1,0.0,0,0.7751243781094528,0,0,0
4187-CINZD,0.25,0.934065934065934,0,0.0,0,0.7661691542288557,0,0,0
6818-WOBHJ,0.0,0.7032967032967034,1,0.0909090909090909,0,0.7099502487562188,0,1,0
9134-CEQMF,0.25,0.9230769230769232,1,0.0909090909090909,0,0.708955223880597,1,0,0
8519-IMDHU,0.0,0.8571428571428572,1,0.0909090909090909,0,0.6701492537313432,0,0,0
3372-KWFBM,0.5,0.8351648351648352,1,0.0,0,0.6800995024875621,0,0,0
7206-GZCDC,0.25,0.7692307692307693,1,0.0,0,0.5074626865671642,1,0,0
1768-ZAIFU,0.0,0.6813186813186813,1,0.0,0,0.0691542288557213,0,0,0
3793-MMFUH,0.0,0.934065934065934,1,0.0,0,0.7641791044776118,0,0,0
6567-HOOPW,0.5,0.7802197802197802,1,0.0,0,0.6064676616915423,0,0,0
8621-MNIHH,0.0,0.9120879120879122,1,0.0909090909090909,0,0.7562189054726368,0,0,0
5419-CONWX,0.0,0.9230769230769232,1,0.0,0,0.8114427860696517,0,0,0
7024-OHCCK,0.5,0.7362637362637363,1,0.0,0,0.7522388059701491,0,0,0
5357-TZHPP,0.25,0.8571428571428572,1,0.0,0,0.6582089552238807,0,0,0
0506-LVNGN,0.0,0.934065934065934,1,0.0,0,0.5701492537313433,0,0,0
9809-IMGCQ,0.0,0.9670329670329672,1,0.0,0,0.7805970149253731,0,0,0
3254-YRILK,0.0,0.7032967032967034,1,0.0,0,0.6960199004975124,0,0,0
0529-ONKER,0.5,1.0,1,0.0,0,0.5711442786069653,0,0,0
5240-IJOQT,0.0,0.9120879120879122,1,0.0,0,0.5616915422885572,0,0,0
0661-XEYAN,0.0,0.934065934065934,1,0.0,0,0.0751243781094527,0,0,0
2660-EMUBI,0.0,0.7692307692307693,1,0.0,0,0.7671641791044775,0,0,0
7675-OZCZG,0.5,0.7912087912087913,1,0.0,0,0.2661691542288557,0,0,0
9391-EOYLI,0.25,0.7032967032967034,1,0.0909090909090909,0,0.618905472636816,0,0,0
2761-OCIAX,0.25,0.8351648351648352,1,0.0,0,0.5616915422885572,0,0,0
3068-OMWZA,0.0,0.945054945054945,1,0.0,0,0.7019900497512437,0,0,0
4154-AQUGT,0.0,0.8461538461538461,1,0.0909090909090909,0,0.7044776119402985,0,0,0
8017-LXHFA,0.25,0.989010989010989,1,0.0,0,0.7611940298507462,0,0,0
4248-QPAVC,0.0,0.934065934065934,1,0.0909090909090909,1,0.6676616915422885,0,0,0
4690-LLKUA,0.0,0.9670329670329672,1,0.0,0,0.2666666666666666,0,0,0
9490-DFPMD,0.25,0.934065934065934,1,0.0,0,0.6606965174129353,0,0,0
8580-AECUZ,0.5,0.9560439560439562,1,0.0,0,0.6054726368159203,0,0,0
5047-LHVLY,0.25,0.945054945054945,1,0.0,0,0.317412935323383,1,0,0
8375-DKEBR,0.0,1.0,1,0.0,0,0.5109452736318407,1,0,0
7279-BUYWN,0.0,0.9230769230769232,1,0.0,1,0.944776119402985,0,0,0
7156-MHUGY,0.0,0.7802197802197802,1,0.0,0,0.7189054726368159,0,0,0
9606-PBKBQ,0.0,0.978021978021978,1,0.0909090909090909,0,0.664179104477612,0,0,0
3536-IQCTX,0.0,0.7692307692307693,1,0.0909090909090909,0,0.6671641791044776,0,0,0
3132-TVFDZ,0.25,0.8461538461538461,1,0.0909090909090909,0,0.2646766169154229,0,0,0
8080-DDEMJ,0.25,0.8131868131868132,1,0.0,0,0.2671641791044776,1,0,0
6702-OHFWR,0.5,0.945054945054945,1,0.0,0,0.2492537313432835,1,0,0
4510-PYUSH,0.0,0.7692307692307693,1,0.0,1,0.3870646766169153,0,0,0
8840-DQLGN,0.0,0.8351648351648352,1,0.0909090909090909,1,0.818407960199005,0,0,0
4193-ORFCL,0.0,0.7142857142857143,1,0.0,0,0.2671641791044776,1,0,0
7776-QWNFX,0.5,0.8571428571428572,1,0.0909090909090909,0,0.3199004975124377,0,0,0
6689-TCZHQ,0.5,0.6593406593406593,1,0.0,0,0.6039800995024875,1,0,0
9497-QCMMS,0.0,0.8351648351648352,1,0.0,0,0.7492537313432835,1,0,0
3424-NMNBO,0.0,0.945054945054945,0,0.0909090909090909,1,0.9014925373134328,0,0,0
4514-GFCFI,0.25,0.945054945054945,1,0.0,0,0.6616915422885572,0,0,0
8000-REIQB,0.25,0.978021978021978,1,0.0,0,0.5144278606965175,1,0,0
4795-KTRTH,0.0,0.945054945054945,1,0.0909090909090909,0,0.6243781094527363,1,0,0
9961-JBNMK,0.0,0.9010989010989012,1,0.0,0,0.781592039800995,0,0,0
6179-GJPSO,0.0,0.8901098901098902,1,0.0,1,0.8945273631840797,0,0,0
8290-YWKHZ,0.5,0.934065934065934,1,0.0909090909090909,0,0.745771144278607,0,0,0
8051-HJRLT,0.5,0.8461538461538461,1,0.0,0,0.5203980099502488,1,0,0
4021-RQSNY,0.5,0.7362637362637363,1,0.0909090909090909,0,0.7985074626865671,0,0,0
9061-TIHDA,0.0,0.934065934065934,1,0.0909090909090909,0,0.7661691542288557,0,0,0
8699-ASUFO,0.5,1.0,1,0.0909090909090909,0,0.5587064676616916,0,0,0
4695-WJZUE,0.0,0.8241758241758242,1,0.0,0,0.699502487562189,0,0,0
3988-RQIXO,0.5,0.7252747252747254,1,0.0,0,0.726865671641791,0,0,0
5931-FLJJF,0.25,0.8571428571428572,1,0.0909090909090909,0,0.5159203980099502,0,0,0
3207-OYBWH,0.25,0.8901098901098902,1,0.0909090909090909,0,0.7661691542288557,0,0,0
7216-EWTRS,0.0,0.6593406593406593,1,0.3636363636363636,0,0.8213930348258706,0,0,0
2528-HFYZX,0.0,0.9560439560439562,1,0.1818181818181818,0,0.5791044776119403,0,0,0
4140-MUHUG,0.25,0.7142857142857143,1,0.0,0,0.6825870646766168,0,0,0
1587-FKLZB,0.0,1.0,1,0.0909090909090909,0,0.808457711442786,0,1,0
5440-FLBQG,0.5,0.7472527472527473,0,0.0909090909090909,0,0.8970149253731344,0,1,1
2774-LVQUS,0.5,0.7142857142857143,1,0.1818181818181818,0,0.6447761194029851,0,0,0
4612-THJBS,0.5,0.9670329670329672,0,0.0,0,0.8606965174129354,0,0,0
4094-NSEDU,0.25,0.7472527472527473,1,0.0,0,0.7562189054726368,0,0,0
1846-XWOQN,0.25,0.7252747252747254,1,0.0,0,0.5164179104477612,0,0,0
3757-NJYBX,0.25,0.6593406593406593,1,0.2727272727272727,0,0.8766169154228854,0,0,0
9898-KZQDZ,0.0,0.989010989010989,1,0.0909090909090909,0,0.7592039800995024,0,0,0
8263-JQAIK,0.5,0.7912087912087913,1,0.0,0,0.0616915422885571,0,0,0
2205-YMZZJ,0.5,0.7142857142857143,1,0.0,0,0.6621890547263681,0,0,0
1254-IZEYF,0.5,1.0,1,0.0,0,0.8129353233830846,0,0,0
9221-OTIVJ,0.0,0.8901098901098902,1,0.0,0,0.861691542288557,0,0,0
5908-QMGOE,0.0,0.8241758241758242,1,0.0,0,0.5567164179104478,0,0,0
0397-GZBBC,0.25,0.8791208791208792,1,0.0,0,0.7522388059701491,0,0,0
7641-EUYET,0.0,0.7362637362637363,1,0.2727272727272727,1,0.8203980099502487,0,0,0
8922-LIEGH,0.5,0.8461538461538461,1,0.0,0,0.7109452736318408,0,0,0
8245-UMPYT,0.5,0.8241758241758242,1,0.0,0,0.7776119402985074,0,0,0
5186-SAMNZ,0.25,0.7912087912087913,1,0.0,0,0.5099502487562189,0,0,0
5373-SFODM,0.25,0.8461538461538461,1,0.0909090909090909,0,0.6666666666666666,0,0,0
0022-TCJCI,0.0,0.9560439560439562,0,0.0,1,0.4422885572139303,0,0,0
5130-IEKQT,0.25,0.945054945054945,1,0.0,0,0.872636815920398,0,0,0
3269-ATYWD,0.0,0.6593406593406593,1,0.0,0,0.7701492537313434,0,0,0
0354-WYROK,0.25,0.945054945054945,1,0.0909090909090909,0,0.8024875621890547,0,0,0
7576-OYWBN,0.0,0.6813186813186813,1,0.0,0,0.5751243781094527,0,0,0
5539-TMZLF,0.0,0.7032967032967034,1,0.0,0,0.5124378109452736,0,0,0
3336-JORSO,0.0,0.8241758241758242,1,0.0,0,0.9174129353233832,0,0,0
6861-XWTWQ,0.25,0.934065934065934,1,0.0909090909090909,0,0.8059701492537313,0,0,0
4283-FUTGF,0.5,0.6593406593406593,1,0.0,0,0.6129353233830845,0,0,0
2397-BRLOM,0.0,0.945054945054945,1,0.1818181818181818,0,0.618905472636816,0,0,0
8510-AWCXC,0.0,0.6593406593406593,1,0.0,1,0.8213930348258706,0,0,0
8225-BTJAU,0.0,0.9010989010989012,1,0.0,0,0.6069651741293532,0,0,0
1724-BQUHA,0.25,0.6703296703296704,1,0.0,0,0.708955223880597,0,0,0
4826-XTSOH,0.0,1.0,1,0.0,0,0.6746268656716418,0,0,0
2408-WITXK,0.0,0.9560439560439562,1,0.0,0,0.163681592039801,0,0,0
2634-HCZGT,0.0,0.7912087912087913,0,0.0909090909090909,1,0.4159203980099502,0,0,0
7503-QQRVF,0.0,0.8351648351648352,1,0.0909090909090909,0,0.5577114427860697,0,0,0
0709-TVGUR,0.0,0.7032967032967034,1,0.0,0,0.5601990049751243,0,0,0
3001-CBHLQ,0.0,0.8131868131868132,1,0.0909090909090909,0,0.8621890547263681,0,0,0
4102-OQUPX,0.5,0.945054945054945,1,0.0909090909090909,0,0.5587064676616916,0,0,0
3999-QGRJH,0.0,0.9120879120879122,1,0.0,0,0.5119402985074627,0,0,0
2454-RPBRZ,0.5,0.934065934065934,1,0.0909090909090909,0,0.7945273631840796,0,0,0
2265-CYWIV,0.0,0.7912087912087913,1,0.0909090909090909,1,0.8094527363184079,0,0,0
4550-VBOFE,0.0,0.945054945054945,1,0.0909090909090909,0,0.8427860696517412,0,0,0
7409-KIUTL,0.5,0.7362637362637363,1,0.0,0,0.5248756218905473,0,0,0
1732-VHUBQ,0.5,0.8461538461538461,1,0.0909090909090909,0,0.5203980099502488,0,0,0
0679-IDSTG,0.0,0.9010989010989012,1,0.0909090909090909,0,0.5074626865671642,0,0,0
8802-UNOJF,0.0,0.8021978021978022,1,0.0,0,0.6522388059701492,0,0,0
6313-GIDIT,0.25,0.6593406593406593,1,0.0,0,0.3601990049751243,0,0,0
2845-AFFTX,0.0,0.7802197802197802,1,0.0,0,0.8114427860696517,0,0,0
2815-CPTUL,0.25,0.9230769230769232,1,0.0,0,0.5174129353233831,0,0,0
1891-FZYSA,0.0,0.8461538461538461,1,0.0909090909090909,0,0.7134328358208956,0,0,0
9685-WKZGT,0.5,0.7142857142857143,1,0.0,0,0.564179104477612,0,0,0
6022-UGGSO,0.0,0.934065934065934,1,0.0,0,0.5587064676616916,0,0,0
3923-CSIHK,0.5,0.978021978021978,1,0.0909090909090909,0,0.5253731343283582,0,0,0
3677-IYRBF,0.0,0.934065934065934,1,0.0,0,0.1208955223880596,0,0,0
8118-LSUEL,0.0,0.8131868131868132,1,0.0,0,0.8771144278606965,0,0,0
5277-ZLOOR,0.5,0.8901098901098902,1,0.0,0,0.6696517412935323,1,0,0
4248-HCETZ,0.5,0.7472527472527473,1,0.0909090909090909,0,0.6109452736318408,0,0,0
9174-FKWZE,0.0,0.8021978021978022,1,0.0,0,0.0119402985074626,0,0,0
5307-DZCVC,0.5,0.7582417582417583,1,0.0,0,0.6736318407960199,0,0,0
8679-JOEVF,0.0,0.9010989010989012,1,0.0,0,0.4094527363184079,0,0,0
4803-AXVYP,0.0,0.945054945054945,1,0.0,0,0.8089552238805969,0,0,0
5649-ANRML,0.5,0.934065934065934,1,0.0,0,0.7646766169154228,1,0,0
7395-IGJOS,0.25,0.8131868131868132,1,0.0909090909090909,0,0.6293532338308457,0,0,0
7890-VYYWG,0.0,0.9230769230769232,1,0.0909090909090909,0,0.1810945273631841,1,0,0
9907-SWKKF,0.0,0.6593406593406593,1,0.0,0,0.0676616915422885,1,0,0
6397-JNZZG,0.0,0.8791208791208792,1,0.0909090909090909,0,0.3711442786069651,0,0,0
7779-LGOVN,0.0,0.8681318681318682,1,0.1818181818181818,0,0.6805970149253732,0,0,0
9710-ZUSHQ,0.0,0.9560439560439562,1,0.0,1,0.8805970149253731,0,0,0
3902-FOIGH,0.0,0.6923076923076923,1,0.0909090909090909,0,0.8268656716417909,0,0,0
3318-OSATS,0.25,0.945054945054945,1,0.0,0,0.7681592039800995,0,0,0
2636-ALXXZ,0.25,0.7582417582417583,1,0.0,0,0.5109452736318407,1,0,0
9885-CSMWE,0.0,0.6813186813186813,1,0.0,0,0.5990049751243781,1,0,0
8058-JMEQO,0.5,0.989010989010989,1,0.0,0,0.6587064676616915,1,0,0
7657-DYEPJ,0.5,0.8461538461538461,0,0.0,0,0.5164179104477612,0,0,0
8276-MQBYC,0.25,0.8351648351648352,1,0.0,0,0.7915422885572139,0,0,0
6015-VVHHE,0.5,1.0,1,0.0,0,0.645771144278607,0,0,0
2516-VQRRV,0.5,0.6593406593406593,1,0.0,0,0.5691542288557214,0,0,0
7580-UGXNC,0.0,1.0,1,0.0,1,0.3641791044776119,0,0,0
5178-LMXOP,0.0,0.7142857142857143,1,0.0909090909090909,0,0.7646766169154228,0,0,0
7056-IMHCC,0.0,0.978021978021978,1,0.0909090909090909,0,0.8323383084577115,0,0,0
8749-JMNKX,0.0,0.8571428571428572,1,0.0909090909090909,1,0.7517412935323382,0,0,0
0917-EZOLA,0.5,0.7582417582417583,0,0.0,0,0.854726368159204,0,0,1
8414-MYSHR,0.0,0.8021978021978022,1,0.0,0,0.7278606965174129,0,0,0
4988-IQIGL,0.5,0.9560439560439562,1,0.0,0,0.5681592039800994,0,0,0
4706-AXVKM,0.25,0.6813186813186813,1,0.0,0,0.6621890547263681,0,0,0
5889-JTMUL,0.5,0.9560439560439562,1,0.0909090909090909,0,0.7641791044776118,0,0,0
9026-RNUJS,0.0,0.8351648351648352,1,0.0,0,0.3194029850746268,0,0,0
1624-NALOJ,0.0,0.9120879120879122,1,0.0,0,0.7119402985074627,0,0,0
6210-KBBPI,0.0,0.9670329670329672,1,0.0,0,0.8079601990049752,0,0,0
2260-USTRB,0.0,0.6813186813186813,1,0.0,0,0.5169154228855721,0,0,0
8623-TMRBY,0.25,0.7582417582417583,1,0.1818181818181818,0,0.6562189054726368,0,0,0
6900-PXRMS,0.0,0.945054945054945,1,0.0,0,0.8706467661691543,0,0,0
3346-BRMIS,0.25,0.9560439560439562,1,0.0909090909090909,0,0.299502487562189,0,0,0
2722-JMONI,0.0,0.7802197802197802,1,0.0909090909090909,1,0.3114427860696517,1,0,0
7579-OOPEC,0.0,0.8021978021978022,1,0.0909090909090909,0,0.317412935323383,1,0,0
1771-OADNZ,0.5,0.989010989010989,1,0.0909090909090909,0,0.772636815920398,0,0,0
0612-RTZZA,0.25,0.9010989010989012,1,0.0,0,0.0696517412935323,1,0,0
4433-JCGCG,0.0,0.9120879120879122,1,0.0909090909090909,0,0.8233830845771145,0,0,0
9488-HGMJH,0.5,0.8791208791208792,1,0.0,0,0.5263681592039802,1,0,0
4818-QIUFN,0.0,0.989010989010989,1,0.0,1,0.6059701492537314,0,0,0
6961-VCPMC,0.5,0.7692307692307693,1,0.0909090909090909,0,0.618407960199005,0,0,0
4424-TKOPW,0.0,0.7142857142857143,1,0.0,0,0.7522388059701491,0,0,0
4201-JMNGR,0.0,0.9010989010989012,1,0.0,1,0.3736318407960198,1,0,0
1866-RZZQS,0.0,0.945054945054945,1,0.0,0,0.7975124378109453,0,0,0
8631-NBHFZ,0.0,0.7472527472527473,0,0.0909090909090909,1,0.6084577114427862,0,0,1
4958-XCBDQ,0.5,0.9560439560439562,1,0.0,0,0.827363184079602,0,0,0
8337-UPOAQ,0.25,0.7802197802197802,1,0.0,0,0.7119402985074627,0,0,0
6712-OAWRH,0.5,0.7802197802197802,1,0.0,0,0.7263681592039801,0,0,0
5914-DVBWJ,0.0,0.945054945054945,1,0.0,0,0.6686567164179105,0,0,0
8644-XLFBW,0.25,0.8681318681318682,1,0.0,0,0.5313432835820896,1,0,0
1833-VGRUM,0.25,0.7252747252747254,1,0.0,0,0.5567164179104478,1,0,0
8374-XGEJJ,0.0,0.9010989010989012,1,0.7272727272727273,0,0.8233830845771145,0,0,0
6946-LMSQS,0.0,0.934065934065934,0,0.2727272727272727,1,0.7044776119402985,0,0,0
4039-HEUNW,0.5,0.8461538461538461,1,0.0909090909090909,0,0.7786069651741293,0,0,0
0812-WUPTB,0.25,0.7032967032967034,1,0.0909090909090909,0,0.5233830845771144,1,0,0
2403-BCASL,0.25,0.9670329670329672,0,0.0909090909090909,0,0.9323383084577114,0,0,0
3871-IKPYH,0.5,0.8571428571428572,1,0.0,0,0.5059701492537313,0,0,0
1304-NECVQ,0.25,0.9560439560439562,1,0.0,0,0.6,1,0,0
5655-JSMZM,0.25,0.7582417582417583,1,0.0,0,0.7756218905472637,0,0,0
4505-EXZHB,0.0,0.945054945054945,1,0.0,0,0.5587064676616916,1,0,0
8972-HJWNV,0.0,0.8241758241758242,1,0.0909090909090909,0,0.6597014925373134,1,0,0
2860-RANUS,0.0,0.7692307692307693,1,0.0,0,0.672139303482587,0,0,0
0406-BPDVR,0.25,0.6923076923076923,0,0.0,0,0.8283582089552238,0,0,0
5276-KQWHG,0.5,0.7582417582417583,1,0.0,0,0.5109452736318407,1,0,0
9667-EQRXU,0.25,0.978021978021978,1,0.0,0,0.2194029850746268,0,0,0
0946-CLJTI,0.0,0.945054945054945,1,0.0909090909090909,0,0.800497512437811,0,0,0
0324-BRPCJ,0.0,0.7142857142857143,1,0.0909090909090909,0,0.8154228855721393,0,0,0
9189-JWSHV,0.25,0.945054945054945,1,0.0909090909090909,0,0.7492537313432835,0,0,0
0576-WNXXC,0.0,0.7692307692307693,1,0.0909090909090909,0,0.7691542288557214,0,0,0
5482-PLVPE,0.0,0.7362637362637363,1,0.0,0,0.0606965174129353,0,0,0
4902-OHLSK,0.0,0.9670329670329672,1,0.0,0,0.8,0,0,0
0495-ZBNGW,0.25,0.934065934065934,1,0.0909090909090909,0,0.6134328358208956,0,0,0
2357-COQEK,0.25,0.8021978021978022,1,0.0,0,0.8462686567164178,0,0,0
2034-CGRHZ,0.5,0.6703296703296704,1,0.0,0,0.8427860696517412,0,0,0
9360-AHGNL,0.25,0.7032967032967034,0,0.6363636363636364,1,0.908457711442786,0,0,0
5485-WUYWF,0.0,0.9010989010989012,1,0.0,1,0.4791044776119403,0,0,0
2632-UCGVD,0.25,0.7362637362637363,1,0.5454545454545454,0,0.8139303482587064,0,0,0
6425-YQLLO,0.25,0.8901098901098902,0,0.0909090909090909,0,0.872636815920398,0,0,0
2091-RFFBA,0.0,0.7692307692307693,1,0.0,0,0.5537313432835821,0,0,0
6899-PPEEA,0.25,0.8351648351648352,1,0.0,0,0.7791044776119402,0,0,0
4597-NUCQV,0.5,0.9010989010989012,1,0.0,0,0.8258706467661691,0,0,0
3754-DXMRT,0.25,0.8901098901098902,1,0.0,0,0.2577114427860696,0,0,0
7130-VTEWQ,0.5,0.9560439560439562,1,0.0,0,0.572139303482587,0,0,0
7903-CMPEY,0.0,0.9010989010989012,1,0.0909090909090909,1,0.617412935323383,0,0,0
1704-NRWYE,0.25,0.7252747252747254,1,0.0,0,0.6228855721393034,0,0,0
7481-ATQQS,0.25,0.7142857142857143,1,0.0,0,0.7223880597014924,0,0,0
0023-HGHWL,0.5,0.8791208791208792,1,0.0,0,0.0681592039800995,0,0,0
1792-UXAFY,0.0,0.9230769230769232,1,0.0,0,0.7054726368159204,0,0,0
6161-UUUTA,0.25,0.934065934065934,1,0.0,0,0.6134328358208956,0,0,0
6543-XRMYR,0.0,0.7032967032967034,1,0.0,0,0.8104477611940298,0,0,0
2479-BRAMR,0.0,0.7252747252747254,1,0.0909090909090909,1,0.6517412935323383,0,0,0
3714-JTVOV,0.0,0.978021978021978,1,0.0909090909090909,1,0.5562189054726369,0,0,0
8580-QVLOC,0.0,0.8021978021978022,0,0.0,1,0.7383084577114428,0,0,1
2012-NWRPA,0.5,0.7252747252747254,1,0.0909090909090909,0,0.8089552238805969,0,0,0
8808-ELEHO,0.0,0.7362637362637363,1,0.0,0,0.6268656716417911,0,0,0
9058-CBREO,0.0,0.989010989010989,1,0.0,0,0.3213930348258705,0,0,0
8063-GBATB,0.0,0.8241758241758242,1,0.0,0,0.6666666666666666,0,0,0
