Customer ID,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Referred a Friend,Number of Referrals,Tenure in Months,Tenure Category,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,New Customer,Churn Label,Churn Score,CLTV,Churn Reason,Population,Engagement Score,Gender_Male,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Churn Category_Attitude,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Price,Density_High,Density_Low,Contract_Month-to-Month,Contract_One Year,Contract_Two Year
0094-OIFMO,0.9672131147540984,0,1,0,1,0.1111111111111111,North Hollywood,0,0.0,0.14084507042253522,0.25,1,0.23184636927385477,0,1,0.3411764705882353,0,1,0,0,1,1,0,0,1,0.763681592039801,0.1271059312254789,0.0,0.8,0.035764379811037056,0.11259677637861913,0.0,0,1,0.8791208791208792,0.8843673560151211,Product dissatisfaction,0.5427265991602865,0.2857142857142857,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
9947-OTFQU,0.7540983606557378,0,1,0,0,0.0,Covina,0,0.0,0.19718309859154928,0.25,1,0.5823164632926585,0,1,0.3411764705882353,0,1,0,0,0,0,0,1,1,0.5587064676616916,0.12179783060235402,0.0,0.0,0.12249208914024104,0.12456869805769868,0.0,0,1,0.8901098901098902,0.581054036024016,Competitor had better devices,0.3211239242358037,0.42857142857142855,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
9514-JDSKI,0.9508196721311476,0,1,1,0,0.0,El Monte,1,0.09090909090909091,0.0,0.0,0,0.0,0,1,0.1411764705882353,0,1,0,0,1,0,0,1,0,0.218407960199005,0.0024694207246711286,0.0,0.0,0.0,0.0015755169351345296,0.25,0,1,0.6593406593406593,0.8505670446964642,Limited range of services,0.5951042042669605,0.2857142857142857,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
7273-TEFQD,0.7868852459016394,0,1,0,0,0.0,La Puente,0,0.0,0.02816901408450704,0.25,0,0.0,0,1,0.32941176470588235,0,0,1,0,0,1,1,1,1,0.22786069651741292,0.013085621970920839,0.0,0.0,0.0,0.009269124049379577,0.25,0,1,1.0,0.06915721592172558,Long distance charges,0.2924843741094667,0.2857142857142857,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0
3606-TWKGI,0.8032786885245903,0,1,0,0,0.0,Rowland Heights,0,0.0,0.16901408450704225,0.25,1,0.6537307461492299,1,1,0.12941176470588234,0,1,1,0,1,1,0,0,1,0.882089552238806,0.15526194322640202,0.0,0.06666666666666667,0.11917906595749457,0.1486689223430713,0.0,0,1,0.8681318681318682,0.10918390037802977,Competitor had better devices,0.4400991697855121,0.5714285714285714,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
4385-GZQXV,0.8032786885245903,0,1,0,0,0.0,Ontario,0,0.0,0.2112676056338028,0.25,1,0.18863772754550912,0,1,0.10588235294117647,0,0,0,1,1,1,1,1,1,0.7582089552238807,0.17221324717285946,0.0,0.0,0.04232590497991427,0.1372071202661319,0.0,0,1,0.8351648351648352,0.40182343784745383,Competitor had better devices,0.4698501054391398,0.42857142857142855,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
3488-PGMQJ,0.7704918032786886,0,1,0,0,0.0,Alpine,0,0.0,0.09859154929577466,0.25,1,0.035607121424284856,0,1,0.08235294117647059,0,1,0,0,0,0,0,1,1,0.5597014925373134,0.06782252480960074,0.0,0.0,0.003994703651338675,0.05012803165752075,0.25,0,1,0.8241758241758242,0.520791638870358,Poor expertise of online support,0.1564963808727701,0.42857142857142855,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
7534-BFESC,0.8196721311475411,0,1,0,0,0.0,San Diego,0,0.0,0.323943661971831,0.5,1,0.6175235047009402,1,1,0.1764705882352941,0,0,0,0,0,0,0,1,1,0.5756218905472636,0.1954650357719825,0.0,0.0,0.20783680064633409,0.2033972292979249,0.25,0,1,0.945054945054945,0.0033355570380253496,Competitor made better offer,0.3314303626726447,0.42857142857142855,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
8098-LLAZX,0.9016393442622951,0,1,0,0,0.0,San Diego,0,0.0,0.04225352112676056,0.25,1,0.6323264652930586,1,1,0.023529411764705882,0,0,0,0,1,1,0,1,1,0.7681592039800995,0.04353796445880453,0.0,0.0,0.03546982652213919,0.04191176101649274,0.5,0,1,0.8791208791208792,0.3722481654436291,Competitor made better offer,0.3314303626726447,0.42857142857142855,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
0265-EDXBD,0.9344262295081968,0,1,1,0,0.0,San Diego,1,0.18181818181818182,0.4366197183098592,0.5,1,0.946989397879576,1,1,0.11764705882352941,0,0,0,0,0,0,0,1,1,0.5636815920398011,0.26362220170782363,0.0,0.0,0.4249646536053323,0.3175176743898217,0.25,0,1,0.7032967032967034,0.4674227262619524,Attitude of support person,0.3314303626726447,0.42857142857142855,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
2840-XANRC,0.9508196721311476,0,1,1,0,0.0,San Diego,1,0.09090909090909091,0.323943661971831,0.5,1,0.32206441288257653,0,1,0.1411764705882353,0,0,1,0,1,1,1,1,1,0.7452736318407961,0.2552792522501731,0.0,0.0,0.10839561031441462,0.2171010488393525,0.25,0,1,0.7472527472527473,0.04647542806315319,Competitor made better offer,0.3314303626726447,0.42857142857142855,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
5020-ZSTTY,0.836065573770492,0,1,0,0,0.0,San Diego,0,0.0,0.7464788732394366,1.0,1,0.2416483296659332,1,1,0.058823529411764705,1,1,0,1,1,1,1,1,0,0.6388059701492538,0.499803831063928,0.0,0.0,0.1829933346798627,0.4165469418747983,0.0,0,1,0.8571428571428572,0.47720702690682676,Competitor made better offer,0.3314303626726447,0.8571428571428572,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
5804-LEPIM,0.9016393442622951,0,1,0,0,0.0,San Diego,0,0.0,0.014084507042253521,0.0,1,0.26345269053810766,0,1,0.11764705882352941,0,0,0,0,0,0,0,1,1,0.5184079601990049,0.013876067389799216,0.0,0.0,0.007389079647209319,0.012044676442007766,0.5,0,1,0.7472527472527473,0.14854347342672897,Don't know,0.3314303626726447,0.2857142857142857,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0623-IIHUG,0.9508196721311476,0,1,0,0,0.0,San Diego,0,0.0,0.28169014084507044,0.5,0,0.0,0,1,0.09411764705882353,1,0,0,0,1,0,0,1,1,0.23532338308457706,0.0947726748211401,0.0,0.0,0.0,0.06846808574692381,0.0,0,1,0.9340659340659341,0.6170780520346897,Competitor made better offer,0.3314303626726447,0.2857142857142857,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
9057-MSWCO,0.8524590163934426,0,1,1,0,0.0,San Diego,0,0.0,0.36619718309859156,0.5,0,0.0,0,1,0.15294117647058825,1,0,0,0,0,0,0,0,0,0.12437810945273631,0.09073390260789292,0.0,0.9333333333333333,0.0,0.0772488329968774,0.0,0,1,0.945054945054945,0.20547031354236162,Competitor made better offer,0.3314303626726447,0.14285714285714285,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
4895-TMWIR,0.9836065573770493,0,1,1,0,0.0,San Diego,1,0.09090909090909091,0.14084507042253522,0.25,1,0.5909181836367273,0,0,0.0,0,0,0,0,0,0,0,0,0,0.01691542288557213,0.022611354719593815,0.0,0.0,0.0911544244709262,0.04334594973398517,0.0,0,1,0.8241758241758242,0.8639092728485656,Competitor made better offer,0.3314303626726447,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0533-BNWKF,0.7704918032786886,0,1,1,0,0.0,San Diego,1,0.18181818181818182,0.7605633802816901,1.0,1,0.8565713142628526,1,1,0.3176470588235294,0,1,1,0,0,0,0,0,1,0.6686567164179105,0.5603392568659128,0.0,0.6000000000000001,0.6606690006508226,0.6103405424662024,0.0,0,1,0.945054945054945,0.7780742717367133,Competitor made better offer,0.3314303626726447,0.5714285714285714,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
0334-GDDSO,0.9508196721311476,0,1,0,0,0.0,San Diego,0,0.0,0.02816901408450704,0.25,1,0.18443688737747552,1,1,0.16470588235294117,0,1,0,0,0,0,0,1,1,0.6278606965174128,0.02479806138933764,0.0,0.0,0.007759375210395208,0.020070279428465343,0.0,0,1,0.7472527472527473,0.18123193239937735,Competitor made better offer,0.3314303626726447,0.5714285714285714,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
5564-NEMQO,1.0,0,1,0,0,0.0,Thermal,0,0.0,0.0,0.0,1,0.7019403880776156,0,1,0.2,0,0,1,0,0,0,0,0,1,0.5676616915422885,0.006519732287099007,0.0,0.13333333333333333,0.009843690388024868,0.009117760692023235,0.25,0,1,0.6813186813186813,0.6446519902156993,Network reliability,0.16154986036438246,0.2857142857142857,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
6235-VDHOM,0.9508196721311476,0,1,0,0,0.0,Riverside,0,0.0,0.056338028169014086,0.25,0,0.0,0,1,0.3058823529411765,0,1,0,0,0,0,0,1,0,0.10149253731343283,0.012952919455342719,0.0,0.0,0.0,0.009172953960451516,0.25,0,1,0.9230769230769231,0.4660885034467423,Limited range of services,0.6078233941903984,0.2857142857142857,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
5609-CEBID,0.9508196721311476,0,1,0,0,0.0,Hemet,0,0.0,0.26760563380281693,0.5,1,0.9747949589917984,1,1,0.1411764705882353,0,1,1,0,0,1,0,0,1,0.7547263681592039,0.2035079621509347,0.0,0.5333333333333333,0.2734015574855809,0.235461173208184,0.0,0,1,0.9010989010989011,0.14743162108072044,Competitor had better devices,0.3728650948952258,0.5714285714285714,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
5956-VKDTT,0.8688524590163934,0,1,1,0,0.0,Moreno Valley,1,0.36363636363636365,0.056338028169014086,0.25,1,0.915383076615323,1,1,0.2588235294117647,0,0,0,0,0,0,0,1,1,0.5582089552238805,0.03646434341103162,0.0,0.0,0.06418456428555398,0.04534545132204604,0.0,0,1,0.8461538461538461,0.7271514342895262,Product dissatisfaction,0.4388832950206129,0.42857142857142855,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0
0257-ZESQC,1.0,0,1,1,0,0.0,Perris,1,0.18181818181818182,0.36619718309859156,0.5,1,0.14042808561712342,0,1,0.29411764705882354,1,0,0,0,0,0,0,1,1,0.5666666666666667,0.22046503577198245,0.0,0.0,0.05317107655019188,0.17540838837328712,0.0,0,1,0.945054945054945,0.5590393595730485,Attitude of support person,0.2502612230940213,0.42857142857142855,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
2865-TCHJW,0.9016393442622951,0,1,0,0,0.0,Anaheim,0,0.0,0.04225352112676056,0.25,1,0.9671934386877377,1,1,0.2823529411764706,0,0,1,0,1,0,0,1,1,0.7059701492537314,0.03777982921763213,0.0,0.0,0.05425391054556881,0.043338423379199506,0.0,0,1,0.7582417582417583,0.8461196353124305,Competitor had better devices,0.34471949389212914,0.5714285714285714,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
5192-EBGOV,0.8032786885245903,0,1,0,0,0.0,Brea,0,0.0,0.0,0.0,1,0.9163832766553311,1,1,0.24705882352941178,0,0,0,0,1,0,0,1,1,0.6711442786069651,0.0077198246018924535,0.0,0.0,0.012850939204201174,0.009211421996022739,0.0,0,1,0.6703296703296704,0.639759839893262,Competitor had better devices,0.013270133176282844,0.42857142857142855,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
3419-SNJJD,0.9672131147540984,0,1,1,0,0.0,Yorba Linda,1,0.2727272727272727,0.9014084507042254,1.0,1,0.36787357471494303,1,1,0.32941176470588235,1,0,1,0,1,1,0,1,0,0.8656716417910447,0.7809369951534733,0.0,0.0,0.3353278798895847,0.6656968819148384,0.0,0,1,0.945054945054945,0.4876584389593062,Attitude of support person,0.19835856906738605,0.7142857142857142,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
4554-YGZIH,0.9180327868852459,0,1,1,0,0.0,Summerland,1,0.2727272727272727,0.676056338028169,0.75,1,0.45849169833966796,1,1,0.16470588235294117,0,1,0,0,0,1,0,1,0,0.7144278606965173,0.5225536579736902,0.0,0.0,0.3150541978051573,0.4724016932625745,0.25,0,1,1.0,0.6795641538803645,Competitor made better offer,0.005366947204437943,0.5714285714285714,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
5099-BAILX,0.9508196721311476,0,1,1,0,0.0,Santa Barbara,1,0.09090909090909091,0.5915492957746479,0.75,1,0.29045809161832364,1,1,0.058823529411764705,0,1,1,1,1,1,0,1,1,0.9203980099502488,0.5387837525963535,0.0,0.0,0.17514980138692524,0.44245767261694696,0.25,0,1,0.6593406593406593,0.16121859017122525,Competitor made better offer,0.3012709690901837,0.8571428571428572,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
4913-EHYUI,1.0,0,1,1,0,0.0,Alpaugh,0,0.0,0.7746478873239437,1.0,1,0.9761952390478096,1,1,0.1411764705882353,1,0,1,0,1,1,0,1,1,0.8587064676616915,0.6664954996538195,0.0,0.0,0.766624026571512,0.7113316797653114,0.0,0,1,0.945054945054945,0.9484100511452078,Competitor offered higher download speeds,0.009907479529608451,0.7142857142857142,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
1626-ERCMM,0.9180327868852459,0,1,1,0,0.0,Camp Nelson,1,0.6363636363636364,0.26760563380281693,0.5,1,0.10622124424884977,1,1,0.11764705882352941,0,0,0,0,1,1,1,1,1,0.7592039800995024,0.21703784906531273,0.0,0.0,0.029791961219955566,0.16595528676247998,0.0,0,1,0.8681318681318682,0.8007560595952856,Competitor had better devices,0.0017098238881395216,0.42857142857142855,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
5644-PDMZC,0.8196721311475411,0,1,0,0,0.0,Delano,0,0.0,0.014084507042253521,0.0,1,0.9495899179835967,1,1,0.22352941176470587,0,1,0,0,0,1,1,1,0,0.708955223880597,0.01646665128086776,0.0,0.0,0.026633227855203216,0.019658838700181803,0.25,0,1,0.8241758241758242,0.013786969090504753,Attitude of support person,0.35401903603928797,0.5714285714285714,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
4160-AMJTL,0.9016393442622951,0,1,0,0,0.0,Fellows,0,0.0,0.09859154929577466,0.25,1,0.5591118223644729,0,0,0.0,0,0,0,0,0,0,0,0,0,0.013930348258706454,0.016789753057927535,0.0,0.0,0.06272582418815503,0.030652334257123697,0.25,0,1,0.8571428571428572,0.7625083388925951,Attitude of support person,0.005841898284476698,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
0823-HSCDJ,0.9344262295081968,0,1,0,0,0.0,Temecula,0,0.0,0.7183098591549296,0.75,0,0.0,0,1,0.21176470588235294,0,1,0,0,1,1,1,0,1,0.30746268656716413,0.2921878606046619,0.0,0.2,0.0,0.21404451253472578,0.25,0,1,0.9340659340659341,0.7991994663108739,Competitor made better offer,0.43847483709177953,0.14285714285714285,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
0067-DKWBL,0.8196721311475411,0,1,0,0,0.0,San Diego,0,0.0,0.014084507042253521,0.0,1,0.8799759951990399,0,1,0.3176470588235294,1,0,0,0,0,0,0,1,1,0.30845771144278605,0.008342949457650586,0.0,0.0,0.02468076034022308,0.01318951863107314,0.25,0,1,0.989010989010989,0.32732933066488773,Competitor made better offer,0.44847730683739573,0.42857142857142855,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
5244-IRFIH,0.8688524590163934,0,1,1,0,0.0,San Diego,1,0.09090909090909091,0.4507042253521127,0.5,1,0.5557111422284458,1,1,0.09411764705882353,0,0,0,0,1,1,0,1,1,0.7587064676616915,0.3561908608354489,0.0,0.0,0.2571702686325995,0.33458242947387434,0.5,0,1,0.945054945054945,0.5181231932399377,Poor expertise of online support,0.44847730683739573,0.42857142857142855,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
2684-EIWEO,0.8196721311475411,0,1,0,0,0.0,San Diego,0,0.0,0.4084507042253521,0.5,1,0.9177835567113424,1,1,0.22352941176470587,1,1,1,0,0,0,0,1,0,0.7308457711442786,0.3161031617816755,0.0,0.0,0.38611728270383094,0.34397030267653905,0.0,0,1,0.9340659340659341,0.10651545474760954,Competitor made better offer,0.44847730683739573,0.8571428571428572,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
6683-VLCTZ,0.8852459016393442,0,1,0,0,0.0,San Diego,0,0.0,0.26760563380281693,0.5,1,0.8889777955591118,1,1,0.15294117647058825,0,0,1,0,1,1,0,0,1,0.7990049751243781,0.21047772905608125,0.0,0.8,0.24933234587849817,0.23668211520674895,0.5,0,1,0.9560439560439562,0.7651767845230153,Competitor made better offer,0.44847730683739573,0.42857142857142855,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
0691-IFBQW,0.7540983606557378,0,1,0,0,0.0,Biola,0,0.0,0.6338028169014085,0.75,1,0.04740948189637928,1,1,0.23529411764705882,1,1,1,0,1,1,1,1,1,0.9129353233830845,0.5603507962150935,0.0,0.0,0.030583047195852697,0.41499149521909223,0.0,0,1,0.8351648351648352,0.08894818768067597,Competitor made better offer,0.007561221194216996,0.8571428571428572,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0
3643-AHCFP,0.9016393442622951,0,1,1,0,0.0,Selma,1,0.09090909090909091,0.08450704225352114,0.25,1,0.43828765753150634,1,1,0.12941176470588234,0,0,0,0,1,1,0,1,1,0.7696517412935323,0.07218439879990769,0.0,0.0,0.04302441706501493,0.06492400890451397,0.5,0,1,0.8571428571428572,0.28063153213253283,Competitor made better offer,0.2488933639835097,0.42857142857142855,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
9231-ZJYAM,0.7540983606557378,0,1,0,0,0.0,Squaw Valley,0,0.0,0.04225352112676056,0.25,1,0.73874774954991,0,1,0.21176470588235294,0,0,0,0,1,0,0,1,1,0.6029850746268656,0.03161781675513502,0.0,0.0,0.041439439843802606,0.035052743021814714,0.5,0,1,0.7362637362637363,0.7333778074271735,Moved,0.02977943271843,0.2857142857142857,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
0727-BMPLR,0.7704918032786886,0,1,0,0,0.0,Fresno,0,0.0,0.7605633802816901,1.0,1,0.7477495499099821,1,1,0.08235294117647059,0,0,1,0,1,1,1,0,1,0.8134328358208955,0.6335679667666744,0.0,0.6666666666666667,0.5767353396620213,0.6392250196103356,0.5,0,1,0.8571428571428572,0.8174338447854124,Competitor offered higher download speeds,0.339865493854133,0.42857142857142855,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
0947-MUGVO,0.8524590163934426,0,1,1,0,0.0,Jolon,1,0.09090909090909091,0.26760563380281693,0.5,1,0.10742148429685938,0,1,0.2823529411764706,0,1,0,0,0,0,0,1,1,0.5512437810945274,0.1667089776136626,0.0,0.0,0.03012859355012456,0.12958208660660078,0.0,0,1,0.989010989010989,0.8552368245496997,Competitor had better devices,0.0023082622489883544,0.42857142857142855,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
0781-LKXBR,0.7540983606557378,0,1,0,0,0.0,San Francisco,0,0.0,0.11267605633802817,0.25,1,0.9743948789757952,1,1,0.1764705882352941,0,0,1,0,1,1,1,1,1,0.818407960199005,0.10383106392799447,0.0,0.0,0.12298020601898607,0.11169361380433819,0.0,0,1,0.7142857142857143,0.4525239048254392,Competitor had better devices,0.2753481391416684,0.5714285714285714,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1907-UBQFC,0.8196721311475411,0,1,0,0,0.0,San Francisco,0,0.0,0.1267605633802817,0.25,1,0.10922184436887378,0,1,0.2823529411764706,0,1,0,0,0,0,0,0,1,0.5432835820895522,0.07729633048696054,0.0,0.2,0.01531677102268902,0.06287767666445336,0.0,0,1,0.945054945054945,0.2637313764732044,Competitor had better devices,0.13025058418982843,0.2857142857142857,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
6513-EECDB,0.9180327868852459,0,1,1,0,0.0,San Francisco,0,0.0,0.0,0.0,1,0.7385477095419084,1,1,0.07058823529411765,0,0,0,0,0,0,0,1,1,0.5502487562189055,0.006317793676436649,0.0,0.0,0.010357054691532577,0.007451927499460611,0.25,0,1,0.9780219780219781,0.5261285301311986,Price too high,0.29044208446530007,0.42857142857142855,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
